order_id,product_id,product_name,order_date,shipped_date,remittance_date,remittance_days,destination_pincode,courier_partner,cost_price,selling_price,quantity,payment_method,rto_status
ORD-8948,SKU-1005,Noise-Cancelling Earbuds,2026-04-09 00:35:16,2026-04-09 06:47:21,2026-04-21 06:47:21,12.0,400076,Ekart Logistics,2100.0,4499.0,1,COD,False
ORD-8949,SKU-1412,Productize Seamless Metrics,2026-04-09 02:04:44,2026-04-09 18:32:53,,,110037,Shiprocket,3778.5,5973.1,2,COD,True
ORD-8951,SKU-1269,Engineer Sticky E-Markets,2026-04-09 05:49:46,2026-04-09 23:47:52,2026-04-22 23:47:52,13.0,411057,Blue Dart,1735.22,2826.88,2,COD,False
ORD-8958,SKU-1401,Productize Turn-Key Relationships,2026-04-09 14:08:26,2026-04-10 06:29:09,2026-04-20 06:29:09,10.0,560068,Ekart Logistics,685.06,1283.67,2,COD,False
ORD-8959,SKU-1251,Engineer Value-Added Mindshare,2026-04-09 17:03:24,2026-04-10 14:34:04,2026-04-17 14:34:04,7.0,400076,Blue Dart,3292.72,7871.63,3,COD,False
ORD-8960,SKU-1349,Innovate Cross-Media Mindshare,2026-04-09 19:19:26,2026-04-10 09:31:45,2026-04-22 09:31:45,12.0,400076,Delhivery,2055.67,5141.59,2,COD,False
ORD-8961,SKU-1229,Architect Value-Added Experiences,2026-04-09 21:28:28,2026-04-10 02:44:00,2026-04-20 02:44:00,10.0,110037,Ekart Logistics,2611.96,4128.3,3,COD,False
ORD-8963,SKU-1445,Benchmark B2B Web Services,2026-04-10 01:01:54,2026-04-10 20:23:35,2026-04-25 20:23:35,15.0,411057,Blue Dart,407.47,729.05,1,COD,False
ORD-8966,SKU-1187,Architect E-Business Functionalities,2026-04-10 04:43:34,2026-04-10 13:32:41,2026-04-25 13:32:41,15.0,110001,Ekart Logistics,608.92,1251.31,1,COD,False
ORD-8968,SKU-1364,Engage Web-Enabled Architectures,2026-04-10 06:56:10,2026-04-10 15:05:57,2026-04-21 15:05:57,11.0,411057,Ekart Logistics,1206.59,2701.96,2,COD,False
ORD-8970,SKU-1370,Re-Intermediate End-To-End Info-Mediaries,2026-04-10 08:12:01,2026-04-10 18:11:45,2026-04-22 18:11:45,12.0,110001,Ekart Logistics,1404.5,2844.62,3,COD,False
ORD-8972,SKU-1173,Target Visionary Relationships,2026-04-10 11:26:10,2026-04-11 07:24:34,,,560034,Ekart Logistics,413.69,638.26,2,COD,True
ORD-8973,SKU-1358,Maximize Holistic Info-Mediaries,2026-04-10 13:40:02,2026-04-11 06:55:47,2026-04-18 06:55:47,7.0,560068,Blue Dart,3273.49,6967.97,3,COD,False
ORD-8975,SKU-1317,Re-Intermediate Dynamic Action-Items,2026-04-10 15:23:29,2026-04-10 22:07:59,2026-04-23 22:07:59,13.0,411057,Blue Dart,4065.78,9912.19,1,COD,False
ORD-8976,SKU-1429,Implement B2C Vortals,2026-04-10 16:26:02,2026-04-11 13:56:50,2026-04-23 13:56:50,12.0,560068,Shiprocket,1756.78,3754.96,2,COD,False
ORD-8977,SKU-1254,Innovate Scalable Initiatives,2026-04-10 17:38:53,2026-04-11 02:11:32,2026-04-19 02:11:32,8.0,110037,Ekart Logistics,1425.93,3045.77,3,COD,False
ORD-8983,SKU-1498,Embrace Scalable Mindshare,2026-04-11 02:16:43,2026-04-11 23:16:21,2026-04-22 23:16:21,11.0,560034,Ekart Logistics,2874.8,4824.34,2,COD,False
ORD-8985,SKU-1080,Benchmark Granular Users,2026-04-11 06:50:18,2026-04-12 05:37:51,2026-04-21 05:37:51,9.0,411057,Delhivery,3035.33,8802.54,3,COD,False
ORD-8987,SKU-1274,Expedite Global E-Services,2026-04-11 11:04:49,2026-04-11 16:00:45,2026-04-20 16:00:45,9.0,560034,Delhivery,887.62,2285.11,3,COD,False
ORD-8988,SKU-1054,Unleash Bricks-And-Clicks Initiatives,2026-04-11 13:14:54,2026-04-11 22:48:45,2026-04-22 22:48:45,11.0,400076,Blue Dart,1366.11,2901.59,3,COD,False
ORD-8992,SKU-1367,Envisioneer User-Centric Eyeballs,2026-04-11 18:52:49,2026-04-12 01:22:54,2026-04-22 01:22:54,10.0,110037,Ekart Logistics,2987.42,5926.5,1,COD,False
ORD-8993,SKU-1269,Engineer Sticky E-Markets,2026-04-11 19:16:44,2026-04-12 05:29:40,2026-04-26 05:29:40,14.0,400076,Delhivery,1735.22,2826.88,2,COD,False
ORD-8995,SKU-1115,Seize Bleeding-Edge Users,2026-04-11 23:24:59,2026-04-12 04:24:28,2026-04-22 04:24:28,10.0,560068,Blue Dart,404.94,1213.82,3,COD,False
ORD-8997,SKU-1003,Handmade Leather Wallet,2026-04-12 00:43:15,2026-04-12 12:37:30,2026-04-19 12:37:30,7.0,110037,Blue Dart,450.0,1199.0,1,COD,False
ORD-9003,SKU-1146,Embrace Bleeding-Edge Web-Readiness,2026-04-12 10:03:33,2026-04-13 08:08:02,2026-04-25 08:08:02,12.0,110001,Blue Dart,329.0,524.69,3,COD,False
ORD-9004,SKU-1476,Embrace Dynamic Web Services,2026-04-12 10:34:11,2026-04-13 04:04:46,2026-04-22 04:04:46,9.0,560068,Delhivery,2719.86,4502.47,2,COD,False
ORD-9008,SKU-1478,Generate Front-End Schemas,2026-04-12 16:24:07,2026-04-12 22:01:58,2026-04-22 22:01:58,10.0,560068,Ekart Logistics,1203.75,2183.69,3,COD,False
ORD-9011,SKU-1514,Unleash Dot-Com Users,2026-04-12 21:33:26,2026-04-13 13:47:10,2026-04-22 13:47:10,9.0,560068,Delhivery,3658.88,8670.25,3,COD,False
ORD-9013,SKU-1395,Incubate Clicks-And-Mortar Schemas,2026-04-13 00:56:34,2026-04-13 15:00:05,2026-04-23 15:00:05,10.0,411057,Blue Dart,4325.34,11926.76,2,COD,False
ORD-9014,SKU-1438,Redefine Clicks-And-Mortar Paradigms,2026-04-13 02:08:40,2026-04-13 23:40:13,2026-04-26 23:40:13,13.0,110037,Blue Dart,542.97,1271.65,2,COD,False
ORD-9017,SKU-1511,Productize Value-Added Roi,2026-04-13 08:38:50,2026-04-14 05:42:57,2026-04-23 05:42:57,9.0,110001,Blue Dart,1919.7,3304.41,1,COD,False
ORD-9018,SKU-1118,Architect Real-Time Content,2026-04-13 09:39:35,2026-04-13 19:29:57,2026-04-20 19:29:57,7.0,560068,Blue Dart,1930.21,3749.08,1,COD,False
ORD-9019,SKU-1161,Synergize Clicks-And-Mortar Niches,2026-04-13 12:22:00,2026-04-14 08:57:17,2026-04-25 08:57:17,11.0,411057,Shiprocket,727.21,1973.61,1,COD,False
ORD-9020,SKU-1007,Compact Travel Backpack,2026-04-13 13:26:24,2026-04-13 17:47:21,2026-04-23 17:47:21,10.0,400076,Delhivery,850.0,1999.0,3,COD,False
ORD-9021,SKU-1510,Orchestrate Cross-Media Vortals,2026-04-13 14:55:09,2026-04-14 10:51:53,2026-04-25 10:51:53,11.0,400076,Delhivery,4728.15,10865.79,3,COD,False
ORD-9022,SKU-1081,Enhance B2B Vortals,2026-04-13 17:08:17,2026-04-14 12:53:52,2026-04-26 12:53:52,12.0,560068,Blue Dart,4597.48,11718.67,1,COD,False
ORD-9023,SKU-1326,Target Wireless E-Markets,2026-04-13 20:07:40,2026-04-14 15:32:18,2026-04-25 15:32:18,11.0,400076,Ekart Logistics,2886.44,7765.65,3,COD,False
ORD-9024,SKU-1291,Re-Intermediate Viral Platforms,2026-04-13 21:38:37,2026-04-14 07:30:53,2026-04-21 07:30:53,7.0,110001,Delhivery,3230.11,6086.51,1,COD,False
ORD-9025,SKU-1399,Harness Interactive Communities,2026-04-13 23:37:58,2026-04-14 09:48:05,2026-04-27 09:48:05,13.0,560034,Shiprocket,2019.85,4693.51,1,COD,False
ORD-9026,SKU-1394,Morph Holistic Applications,2026-04-13 23:45:55,2026-04-14 23:33:25,2026-04-26 23:33:25,12.0,400076,Delhivery,734.83,1943.89,2,COD,False
ORD-9029,SKU-1093,Drive Cross-Media Portals,2026-04-14 03:16:12,2026-04-14 13:28:54,2026-04-23 13:28:54,9.0,110001,Delhivery,1391.92,2713.09,1,COD,False
ORD-9030,SKU-1192,Optimize Distributed Mindshare,2026-04-14 04:04:02,2026-04-14 21:23:50,2026-04-28 21:23:50,14.0,560068,Ekart Logistics,3821.26,7522.52,1,COD,False
ORD-9033,SKU-1213,Drive E-Business Paradigms,2026-04-14 08:31:14,2026-04-14 16:51:06,,,411057,Ekart Logistics,1730.85,3968.05,3,COD,True
ORD-9035,SKU-1214,Incentivize Synergistic Experiences,2026-04-14 09:38:22,2026-04-14 16:25:08,2026-04-26 16:25:08,12.0,411057,Blue Dart,1562.43,4445.78,3,COD,False
ORD-9039,SKU-1041,Drive Enterprise Info-Mediaries,2026-04-14 15:37:23,2026-04-15 00:38:15,2026-04-23 00:38:15,8.0,400076,Ekart Logistics,4228.97,8417.25,2,COD,False
ORD-9040,SKU-1283,Morph B2C Web Services,2026-04-14 17:16:07,2026-04-15 11:50:28,2026-04-22 11:50:28,7.0,400076,Blue Dart,2915.21,6549.0,2,COD,False
ORD-9041,SKU-1329,Engineer Strategic Partnerships,2026-04-14 17:57:45,2026-04-15 09:09:08,2026-04-27 09:09:08,12.0,560068,Blue Dart,2556.44,7278.15,1,COD,False
ORD-9045,SKU-1337,Deliver Visionary Experiences,2026-04-15 01:09:36,2026-04-16 00:52:57,2026-04-26 00:52:57,10.0,560034,Shiprocket,2309.08,6895.3,3,COD,False
ORD-9046,SKU-1234,Cultivate Out-Of-The-Box Technologies,2026-04-15 03:42:35,2026-04-15 09:15:37,,,411057,Ekart Logistics,1818.84,3013.86,2,COD,True
ORD-9048,SKU-1204,Evolve Real-Time Interfaces,2026-04-15 07:13:30,2026-04-16 05:13:47,2026-04-26 05:13:47,10.0,110037,Ekart Logistics,2979.57,5800.49,3,COD,False
ORD-9050,SKU-1410,Revolutionize Visionary Relationships,2026-04-15 10:42:07,2026-04-15 21:57:18,2026-04-27 21:57:18,12.0,560034,Shiprocket,3344.36,5353.43,2,COD,False
ORD-9051,SKU-1516,Repurpose 24/7 Portals,2026-04-15 12:34:51,2026-04-16 00:14:44,,,110037,Blue Dart,1165.22,3250.52,2,COD,True
ORD-9055,SKU-1165,Exploit Dynamic Methodologies,2026-04-15 18:53:06,2026-04-16 09:47:16,2026-04-28 09:47:16,12.0,110037,Ekart Logistics,4277.86,12331.49,2,COD,False
ORD-9056,SKU-1119,Monetize Seamless Channels,2026-04-15 20:19:24,2026-04-16 04:39:19,2026-04-29 04:39:19,13.0,110001,Shiprocket,3945.79,6925.28,3,COD,False
ORD-9063,SKU-1432,Architect Front-End Content,2026-04-16 05:10:03,2026-04-16 21:12:42,,,560068,Ekart Logistics,3115.61,8119.03,1,COD,True
ORD-9065,SKU-1308,Enhance Strategic Vortals,2026-04-16 08:28:45,2026-04-16 15:58:44,2026-04-26 15:58:44,10.0,110001,Delhivery,2314.01,5431.85,3,COD,False
ORD-9066,SKU-1242,Target E-Business Communities,2026-04-16 11:28:07,2026-04-17 00:57:33,2026-04-26 00:57:33,9.0,110001,Shiprocket,4183.1,10845.1,2,COD,False
ORD-9067,SKU-1160,Visualize Innovative E-Tailers,2026-04-16 11:35:39,2026-04-17 07:59:29,2026-05-01 07:59:29,14.0,560068,Delhivery,1937.53,3577.25,2,COD,False
ORD-9070,SKU-1248,Streamline Open-Source Mindshare,2026-04-16 17:20:01,2026-04-17 11:30:57,2026-04-24 11:30:57,7.0,560068,Ekart Logistics,4273.3,11932.37,3,COD,False
ORD-9073,SKU-1346,Exploit Customized Supply-Chains,2026-04-17 00:39:27,2026-04-17 04:54:32,2026-04-24 04:54:32,7.0,411057,Blue Dart,1101.74,1817.26,2,COD,False
ORD-9074,SKU-1384,Visualize Distributed Markets,2026-04-17 01:51:46,2026-04-17 16:44:31,2026-05-02 16:44:31,15.0,110001,Shiprocket,2116.8,3434.44,1,COD,False
ORD-9078,SKU-1167,Synergize Cross-Media Architectures,2026-04-17 08:45:06,2026-04-18 01:18:36,2026-05-03 01:18:36,15.0,110001,Shiprocket,3144.05,5444.33,2,COD,False
ORD-9079,SKU-1263,Incubate Vertical Architectures,2026-04-17 11:20:49,2026-04-18 09:49:49,2026-04-27 09:49:49,9.0,560068,Blue Dart,2853.06,8359.6,2,COD,False
ORD-9081,SKU-1376,Unleash Wireless Functionalities,2026-04-17 16:09:38,2026-04-18 07:42:22,2026-04-26 07:42:22,8.0,110001,Blue Dart,4351.03,8728.12,2,COD,False
ORD-9082,SKU-1193,Target One-To-One Eyeballs,2026-04-17 18:11:39,2026-04-18 00:37:40,2026-05-02 00:37:40,14.0,110001,Shiprocket,4272.3,9672.98,1,COD,False
ORD-9083,SKU-1076,Whiteboard Web-Enabled Markets,2026-04-17 19:56:43,2026-04-18 11:00:12,,,110001,Blue Dart,2824.62,5317.43,2,COD,True
ORD-9084,SKU-1279,Mesh Seamless Schemas,2026-04-17 22:51:46,2026-04-18 22:05:04,2026-04-26 22:05:04,8.0,560068,Ekart Logistics,1220.35,2664.81,2,COD,False
ORD-9086,SKU-1467,Evolve Mission-Critical Content,2026-04-18 02:50:13,2026-04-19 01:51:01,2026-04-27 01:51:01,8.0,110001,Blue Dart,3340.74,7175.97,2,COD,False
ORD-9088,SKU-1274,Expedite Global E-Services,2026-04-18 07:34:10,2026-04-19 03:37:59,2026-05-03 03:37:59,14.0,560034,Delhivery,887.62,2285.11,2,COD,False
ORD-9089,SKU-1361,Incubate Seamless Schemas,2026-04-18 09:33:21,2026-04-19 00:13:53,2026-05-02 00:13:53,13.0,110037,Shiprocket,4997.84,11313.91,3,COD,False
ORD-9090,SKU-1262,Cultivate Visionary Initiatives,2026-04-18 11:41:48,2026-04-18 20:12:23,2026-05-02 20:12:23,14.0,110001,Ekart Logistics,503.72,1111.04,1,COD,False
ORD-9091,SKU-1344,Benchmark E-Business Networks,2026-04-18 12:07:21,2026-04-18 20:21:15,2026-05-03 20:21:15,15.0,560034,Shiprocket,3534.15,8497.08,1,COD,False
ORD-9095,SKU-1268,Transition Sticky Content,2026-04-18 19:20:06,2026-04-19 05:14:31,2026-04-28 05:14:31,9.0,110001,Blue Dart,1145.16,2838.16,2,COD,False
ORD-9098,SKU-1020,UV Protection Sunglasses,2026-04-19 02:10:07,2026-04-19 21:27:57,2026-04-28 21:27:57,9.0,110001,Ekart Logistics,950.5,2499.0,2,COD,False
ORD-9100,SKU-1289,Revolutionize Turn-Key Applications,2026-04-19 05:51:01,2026-04-19 19:41:09,2026-05-01 19:41:09,12.0,110001,Delhivery,1151.75,2170.92,2,COD,False
ORD-9101,SKU-1081,Enhance B2B Vortals,2026-04-19 08:28:53,2026-04-19 16:14:33,2026-04-28 16:14:33,9.0,411057,Delhivery,4597.48,11718.67,1,COD,False
ORD-9103,SKU-1285,Utilize Compelling Eyeballs,2026-04-19 12:49:34,2026-04-20 06:53:51,2026-05-03 06:53:51,13.0,560034,Delhivery,1742.75,2895.04,1,COD,False
ORD-9104,SKU-1253,Orchestrate Magnetic Web Services,2026-04-19 13:38:42,2026-04-20 01:44:35,2026-05-05 01:44:35,15.0,411057,Blue Dart,4086.07,8041.18,2,COD,False
ORD-9106,SKU-1484,Benchmark Ubiquitous Systems,2026-04-19 15:42:06,2026-04-20 02:34:54,2026-05-02 02:34:54,12.0,110001,Delhivery,1697.08,3690.66,1,COD,False
ORD-9108,SKU-1169,Extend Virtual Functionalities,2026-04-19 20:01:18,2026-04-20 15:19:45,2026-05-04 15:19:45,14.0,110037,Blue Dart,4565.5,10386.13,1,COD,False
ORD-9110,SKU-1057,Enable End-To-End E-Services,2026-04-19 23:12:23,2026-04-20 08:28:03,2026-05-01 08:28:03,11.0,560034,Blue Dart,445.91,943.56,3,COD,False
ORD-9115,SKU-1459,Repurpose 24/365 Supply-Chains,2026-04-20 07:51:42,2026-04-20 12:41:16,2026-05-01 12:41:16,11.0,560034,Ekart Logistics,2204.8,5945.52,2,COD,False
ORD-9116,SKU-1105,Productize Mission-Critical Eyeballs,2026-04-20 10:15:47,2026-04-20 15:55:04,2026-05-02 15:55:04,12.0,110001,Shiprocket,4846.94,14476.22,2,COD,False
ORD-9117,SKU-1017,Electric Kettle 1.5L,2026-04-20 12:29:57,2026-04-21 06:57:37,2026-05-04 06:57:37,13.0,110037,Delhivery,1150.0,2299.0,2,COD,False
ORD-9120,SKU-1249,Drive Ubiquitous Portals,2026-04-20 18:04:04,2026-04-21 12:09:03,2026-05-01 12:09:03,10.0,110001,Blue Dart,2815.77,6916.8,3,COD,False
ORD-9131,SKU-1314,Embrace Distributed Deliverables,2026-04-21 10:38:49,2026-04-22 06:43:27,2026-05-05 06:43:27,13.0,110037,Blue Dart,772.66,1404.63,1,COD,False
ORD-9133,SKU-1280,Integrate Compelling Systems,2026-04-21 13:09:40,2026-04-21 23:59:00,2026-05-06 23:59:00,15.0,560068,Ekart Logistics,3151.4,6746.59,3,COD,False
ORD-9134,SKU-1373,Streamline End-To-End Systems,2026-04-21 15:21:26,2026-04-22 11:07:12,2026-05-02 11:07:12,10.0,411057,Ekart Logistics,4060.82,11709.0,2,COD,False
ORD-9136,SKU-1092,Benchmark Leading-Edge Networks,2026-04-21 20:15:10,2026-04-22 12:16:49,2026-05-07 12:16:49,15.0,560034,Blue Dart,4706.56,8290.91,3,COD,False
ORD-9137,SKU-1199,Drive Bricks-And-Clicks Applications,2026-04-21 23:06:32,2026-04-22 16:52:19,2026-05-06 16:52:19,14.0,110037,Blue Dart,4005.42,10481.61,2,COD,False
ORD-9138,SKU-1399,Harness Interactive Communities,2026-04-22 01:37:24,2026-04-22 20:39:22,2026-04-30 20:39:22,8.0,560034,Ekart Logistics,2019.85,4693.51,1,COD,False
ORD-9139,SKU-1275,Synergize Cross-Media E-Services,2026-04-22 02:24:49,2026-04-22 06:32:55,2026-05-03 06:32:55,11.0,560068,Delhivery,965.69,2320.94,3,COD,False
ORD-9143,SKU-1418,Redefine Leading-Edge Applications,2026-04-22 05:24:38,2026-04-22 16:05:45,2026-05-05 16:05:45,13.0,400076,Delhivery,1507.26,4159.41,1,COD,False
ORD-9145,SKU-1414,Architect Synergistic Roi,2026-04-22 08:13:14,2026-04-23 02:54:31,2026-05-04 02:54:31,11.0,110001,Ekart Logistics,2966.15,8730.47,3,COD,False
ORD-9147,SKU-1234,Cultivate Out-Of-The-Box Technologies,2026-04-22 10:27:58,2026-04-22 21:04:49,2026-05-03 21:04:49,11.0,560034,Ekart Logistics,1818.84,3013.86,1,COD,False
ORD-9148,SKU-1298,Evolve Back-End Initiatives,2026-04-22 12:13:02,2026-04-22 23:27:06,2026-04-29 23:27:06,7.0,400076,Blue Dart,1777.09,2790.6,1,COD,False
ORD-9152,SKU-1178,Re-Contextualize World-Class E-Tailers,2026-04-22 16:09:19,2026-04-23 01:13:57,2026-05-03 01:13:57,10.0,400076,Shiprocket,3165.6,7356.24,3,COD,False
ORD-9153,SKU-1388,Scale Holistic Web-Readiness,2026-04-22 17:13:08,2026-04-23 12:17:54,2026-05-07 12:17:54,14.0,110037,Blue Dart,2176.62,4023.96,1,COD,False
ORD-9154,SKU-1449,Aggregate Out-Of-The-Box Roi,2026-04-22 18:47:22,2026-04-23 04:13:56,2026-05-01 04:13:56,8.0,560034,Ekart Logistics,4982.42,13188.66,2,COD,False
ORD-9155,SKU-1108,Orchestrate Viral E-Services,2026-04-22 20:32:11,2026-04-23 09:19:10,2026-05-06 09:19:10,13.0,560034,Ekart Logistics,4996.44,11608.75,3,COD,False
ORD-9156,SKU-1070,Synthesize Rich Deliverables,2026-04-22 22:09:05,2026-04-23 11:19:47,2026-05-03 11:19:47,10.0,411057,Ekart Logistics,1599.23,3901.8,3,COD,False
ORD-9157,SKU-1341,E-Enable Value-Added Action-Items,2026-04-22 23:51:32,2026-04-23 12:03:04,2026-05-01 12:03:04,8.0,400076,Shiprocket,2622.34,6595.64,2,COD,False
ORD-9159,SKU-1234,Cultivate Out-Of-The-Box Technologies,2026-04-23 01:46:00,2026-04-23 10:37:21,2026-05-08 10:37:21,15.0,411057,Delhivery,1818.84,3013.86,3,COD,False
ORD-9165,SKU-1174,Maximize Revolutionary Supply-Chains,2026-04-23 15:14:39,2026-04-24 02:08:01,2026-05-02 02:08:01,8.0,110037,Ekart Logistics,4773.77,11437.99,2,COD,False
ORD-9166,SKU-1150,Expedite World-Class Experiences,2026-04-23 17:07:29,2026-04-24 01:36:53,2026-05-02 01:36:53,8.0,110001,Delhivery,4274.26,8273.37,2,COD,False
ORD-9169,SKU-1235,Integrate Turn-Key Mindshare,2026-04-23 19:14:36,2026-04-24 03:09:37,2026-05-09 03:09:37,15.0,110037,Ekart Logistics,3144.36,7852.13,1,COD,False
ORD-9172,SKU-1356,Visualize Customized Architectures,2026-04-24 01:02:40,2026-04-24 17:32:39,,,110001,Shiprocket,3991.4,11581.86,1,COD,True
ORD-9175,SKU-1055,Aggregate Efficient Bandwidth,2026-04-24 05:56:35,2026-04-24 21:30:33,2026-05-06 21:30:33,12.0,560068,Delhivery,2409.36,3976.92,3,COD,False
ORD-9176,SKU-1051,Cultivate Wireless Supply-Chains,2026-04-24 08:29:15,2026-04-25 00:18:47,2026-05-06 00:18:47,11.0,411057,Blue Dart,3669.65,8422.16,1,COD,False
ORD-9178,SKU-1350,Enhance Sticky Platforms,2026-04-24 11:38:58,2026-04-24 17:16:21,2026-05-09 17:16:21,15.0,560068,Blue Dart,4734.75,12534.26,3,COD,False
ORD-9182,SKU-1277,Expedite Wireless Vortals,2026-04-24 19:39:07,2026-04-25 06:32:13,2026-05-07 06:32:13,12.0,110037,Shiprocket,3990.04,6332.06,1,COD,False
ORD-9190,SKU-1468,Whiteboard World-Class Platforms,2026-04-25 04:49:49,2026-04-25 14:31:24,2026-05-02 14:31:24,7.0,110001,Shiprocket,1108.0,2740.61,2,COD,False
ORD-9191,SKU-1121,Syndicate Collaborative Solutions,2026-04-25 06:03:17,2026-04-25 10:23:41,,,110001,Blue Dart,2252.72,5015.74,3,COD,True
ORD-9194,SKU-1122,Utilize Front-End Infrastructures,2026-04-25 08:43:43,2026-04-25 23:12:50,2026-05-05 23:12:50,10.0,560068,Delhivery,1150.88,1924.85,3,COD,False
ORD-9196,SKU-1150,Expedite World-Class Experiences,2026-04-25 13:19:55,2026-04-26 03:38:39,2026-05-11 03:38:39,15.0,411057,Blue Dart,4274.26,8273.37,2,COD,False
ORD-9197,SKU-1377,Incubate Out-Of-The-Box Interfaces,2026-04-25 14:17:33,2026-04-25 21:07:58,2026-05-10 21:07:58,15.0,110001,Ekart Logistics,647.9,1926.61,2,COD,False
ORD-9198,SKU-1162,Drive Mission-Critical Models,2026-04-25 16:16:01,2026-04-26 13:38:18,2026-05-07 13:38:18,11.0,560068,Ekart Logistics,3957.51,9357.39,3,COD,False
ORD-9201,SKU-1356,Visualize Customized Architectures,2026-04-25 19:39:59,2026-04-26 14:45:35,2026-05-09 14:45:35,13.0,110037,Ekart Logistics,3991.4,11581.86,2,COD,False
ORD-9203,SKU-1110,Generate Back-End Markets,2026-04-25 23:36:40,2026-04-26 08:39:52,2026-05-07 08:39:52,11.0,400076,Shiprocket,1232.44,1861.87,2,COD,False
ORD-9204,SKU-1360,Maximize World-Class Action-Items,2026-04-26 01:10:21,2026-04-26 22:35:27,2026-05-11 22:35:27,15.0,110001,Blue Dart,3654.08,7033.48,1,COD,False
ORD-9205,SKU-1067,Matrix Efficient Synergies,2026-04-26 02:24:16,2026-04-26 12:30:31,2026-05-08 12:30:31,12.0,411057,Ekart Logistics,4087.11,10515.53,2,COD,False
ORD-9206,SKU-1500,Embrace Holistic Solutions,2026-04-26 03:19:45,2026-04-27 02:30:05,,,411057,Ekart Logistics,3660.28,7524.93,3,COD,True
ORD-9207,SKU-1123,Expedite Intuitive Eyeballs,2026-04-26 04:27:34,2026-04-26 08:42:48,2026-05-10 08:42:48,14.0,411057,Blue Dart,3414.22,8451.14,2,COD,False
ORD-9209,SKU-1324,Expedite Best-Of-Breed Communities,2026-04-26 08:17:46,2026-04-26 18:48:45,2026-05-06 18:48:45,10.0,411057,Blue Dart,1041.49,3016.88,1,COD,False
ORD-9210,SKU-1393,Deliver Value-Added Users,2026-04-26 08:53:11,2026-04-26 22:36:16,2026-05-09 22:36:16,13.0,110037,Delhivery,1144.85,3184.62,2,COD,False
ORD-9212,SKU-1094,Integrate B2C Models,2026-04-26 11:19:39,2026-04-26 20:10:06,2026-05-08 20:10:06,12.0,560034,Ekart Logistics,4603.46,9059.98,3,COD,False
ORD-9213,SKU-1040,Aggregate Best-Of-Breed Solutions,2026-04-26 14:16:30,2026-04-26 18:27:15,2026-05-04 18:27:15,8.0,400076,Blue Dart,1627.56,3821.88,3,COD,False
ORD-9215,SKU-1298,Evolve Back-End Initiatives,2026-04-26 17:35:55,2026-04-27 09:02:41,2026-05-12 09:02:41,15.0,400076,Delhivery,1777.09,2790.6,1,COD,False
ORD-9216,SKU-1372,Transform Efficient Architectures,2026-04-26 18:57:12,2026-04-27 05:35:37,2026-05-06 05:35:37,9.0,110001,Shiprocket,2401.11,5680.34,1,COD,False
ORD-9218,SKU-1468,Whiteboard World-Class Platforms,2026-04-26 22:00:06,2026-04-27 20:23:44,2026-05-06 20:23:44,9.0,110001,Shiprocket,1108.0,2740.61,1,COD,False
ORD-9219,SKU-1224,Implement Rich Initiatives,2026-04-26 23:57:27,2026-04-27 12:25:18,2026-05-08 12:25:18,11.0,400076,Blue Dart,1928.25,5202.0,2,COD,False
ORD-9222,SKU-1353,Empower Leading-Edge E-Services,2026-04-27 04:32:28,2026-04-27 22:02:21,,,411057,Blue Dart,2561.45,7605.42,2,COD,True
ORD-9224,SKU-1041,Drive Enterprise Info-Mediaries,2026-04-27 06:06:59,2026-04-27 17:28:41,2026-05-08 17:28:41,11.0,560068,Shiprocket,4228.97,8417.25,1,COD,False
ORD-9226,SKU-1181,Deploy Holistic Users,2026-04-27 10:26:20,2026-04-28 04:16:52,2026-05-05 04:16:52,7.0,560034,Ekart Logistics,2108.35,5875.9,1,COD,False
ORD-9227,SKU-1182,E-Enable Vertical Metrics,2026-04-27 12:40:46,2026-04-28 02:47:55,2026-05-11 02:47:55,13.0,110037,Delhivery,2839.5,8166.72,2,COD,False
ORD-9228,SKU-1136,Utilize Intuitive Info-Mediaries,2026-04-27 15:19:39,2026-04-28 07:29:57,2026-05-13 07:29:57,15.0,411057,Blue Dart,4614.21,7426.06,1,COD,False
ORD-9229,SKU-1071,Repurpose Cross-Media Info-Mediaries,2026-04-27 15:34:55,2026-04-28 04:44:30,2026-05-09 04:44:30,11.0,411057,Delhivery,3857.2,8633.92,1,COD,False
ORD-9231,SKU-1313,Streamline Wireless Communities,2026-04-27 17:50:28,2026-04-28 00:07:07,2026-05-13 00:07:07,15.0,560068,Delhivery,2286.77,6084.02,2,COD,False
ORD-9232,SKU-1174,Maximize Revolutionary Supply-Chains,2026-04-27 19:52:04,2026-04-28 06:06:46,,,411057,Blue Dart,4773.77,11437.99,1,COD,True
ORD-9233,SKU-1370,Re-Intermediate End-To-End Info-Mediaries,2026-04-27 22:29:00,2026-04-28 08:17:40,,,110001,Blue Dart,1404.5,2844.62,1,COD,True
ORD-9235,SKU-1476,Embrace Dynamic Web Services,2026-04-27 23:26:17,2026-04-28 16:14:29,,,560068,Shiprocket,2719.86,4502.47,3,COD,True
ORD-9241,SKU-1234,Cultivate Out-Of-The-Box Technologies,2026-04-28 07:12:09,2026-04-29 02:44:57,2026-05-06 02:44:57,7.0,560068,Ekart Logistics,1818.84,3013.86,3,COD,False
ORD-9242,SKU-1264,Evolve Cross-Platform Networks,2026-04-28 07:45:16,2026-04-29 04:56:48,2026-05-13 04:56:48,14.0,411057,Blue Dart,2884.02,4599.66,2,COD,False
